Time,Total_Energy
1731.9,69.98179068
1738.3,69.81267337
1741.5,69.73100869
1747.9,69.57303655
1751.1,69.49652019
1757.5,69.34810364
1770.3,69.06800473
1776.7,68.93526863
1789.5,68.68284499
1795.9,68.56243033
1808.7,68.33199809
1815.1,68.22144659
1827.9,68.00873419
1834.3,67.90617065
1847.1,67.70789239
1853.5,67.61186946
1866.3,67.42548236
1872.7,67.33488
1885.5,67.15841481
1891.9,67.07236664
1904.7,66.90430046
1911.1,66.82213743
1923.9,66.66129505
1930.3,66.58250158
1943.1,66.42797776
1949.5,66.35215697
1962.3,66.20325442
1968.7,66.13010017
1981.5,65.98627891
1987.9,65.91555273
2000.7,65.77638815
2007.1,65.70790005
2019.9,65.57304759
2026.3,65.50663988
2039.1,65.37580567
2045.5,65.31133962
2058.3,65.18425645
2064.7,65.12160166
2077.5,64.99801064
2083.9,64.93703731
2096.7,64.81667529
2103.1,64.75724935
2115.9,64.63984205
2122.3,64.58182309
2135.1,64.46708348
2141.5,64.41032512
2154.3,64.29795605
2179.9,64.07734889
2192.7,63.96881744
2218.3,63.7546997
2231.1,63.64885091
2256.7,63.4390327
2269.5,63.33484361
2295.1,63.1274502
2307.9,63.02406876
2333.5,62.81756595
2346.3,62.71430196
2371.9,62.50744456
2384.7,62.40373197
2410.3,62.19547559
2423.1,62.09082489
2448.7,61.88022991
2461.5,61.77418077
2487.1,61.56032015
2499.9,61.45239615
2525.5,61.23426451
2538.3,61.123926
2563.9,60.90033598
2576.7,60.78692072
2602.3,60.55635768
2615.1,60.43898882
2640.7,60.19936082
2653.5,60.07677398
2679.1,59.82489138
2691.9,59.69503952
2698.3,59.6289681
2711.1,59.49420819
2717.5,59.42537233
2730.3,59.28425999
2736.7,59.21173802
2749.5,59.06178047
2755.9,58.98385309
2768.7,58.81976149
2775.1,58.73219439
2787.9,58.53574294
2794.3,58.41521246
2797.5,58.33939128
2799.1,58.29251899
2802.3,58.16384293
2803.9,58.08803312
2804.7,58.05324736
2806.3,57.99406203
2807.1,57.96897654
2808.7,57.92558688
2811.9,57.85655679
2818.3,57.75194939
2831.1,57.58454684
2837.5,57.50690714
2850.3,57.34953928
2856.7,57.26658295
2859.9,57.2231927
2866.3,57.13053898
2869.5,57.08010029
2875.9,56.96268406
2879.1,56.8873796
2880.7,56.84013143
2883.9,56.70943684
2885.5,56.63398042
2886.3,56.60007584
2887.9,56.54303961
2891.1,56.45896164
2892.7,56.42604534
2895.9,56.37060864
2902.3,56.28460663
2915.1,56.15861433
2940.7,55.95744755
2953.5,55.85882066
2959.9,55.80800059
2972.7,55.70167395
2979.1,55.64546046
2991.9,55.52346142
2998.3,55.45537595
3001.5,55.41851331
3007.9,55.33494201
3011.1,55.28485187
3012.7,55.25593211
3015.9,55.18165793
3017.5,55.13021343
3020.7,55.00539615
3022.3,54.95001166
3023.1,54.92685707
3024.7,54.88765152
3027.9,54.82750244
3034.3,54.74220218
3047.1,54.62439274
3072.7,54.45953305
3085.5,54.39153694
3111.1,54.26461408
3123.9,54.20255604
3149.5,54.07659456
3162.3,54.01171485
3187.9,53.87580883
3200.7,53.8038528
3207.1,53.76658309
3219.9,53.6888363
3226.3,53.64806459
3239.1,53.56149182
3245.5,53.51505507
3258.3,53.4126362
3264.7,53.35458377
3267.9,53.3229573
3274.3,53.25141116
3277.5,53.20936366
3279.1,53.18580049
3282.3,53.12988042
3283.9,53.09485995
3287.1,52.99285107
3288.7,52.92290824
3289.5,52.88771546
3291.1,52.82749426
3291.9,52.8027733
3293.5,52.76209159
3296.7,52.70370321
3303.1,52.6334489
3315.9,52.56507779
3341.5,52.49900348
3392.7,52.39710717
3418.3,52.34752493
3469.5,52.24973531
3495.1,52.20143816
3546.3,52.10591154
3571.9,52.05863553
3623.1,51.96498813
3648.7,51.91858441
3699.9,51.8265716
3725.5,51.78093738
3776.7,51.69038167
3802.3,51.64543936
3853.5,51.55620321
3879.1,51.51189132
3930.3,51.42386393
3955.9,51.38013226
4007.1,51.29322219
4032.7,51.25002896
4083.9,51.16415948
4109.5,51.12146941
4160.7,51.03657535
4186.3,50.99435829
4237.5,50.91038369
4263.1,50.86861368
4314.3,50.78551005
4339.9,50.74416447
4391.1,50.66188948
4416.7,50.6209485
4467.9,50.5394648
4493.5,50.49891085
4544.7,50.41818527
4570.3,50.37800266
4621.5,50.29800542
4647.1,50.25818002
4698.3,50.17888416
4723.9,50.1394031
4775.1,50.060784
4800.7,50.02163546
4851.9,49.94367036
4877.5,49.9048434
4928.7,49.82751114
4954.3,49.78899551
5005.5,49.71227618
5031.1,49.67406221
5082.3,49.59793695
5107.9,49.56001542
5159.1,49.48446621
5184.7,49.4468283
5235.9,49.37183778
5261.5,49.33447496
5312.7,49.26002631
5338.3,49.22293028
5389.5,49.1490071
5415.1,49.11216977
5466.3,49.03875599
5491.9,49.00216938
5543.1,48.92924917
5568.7,48.89290541
5619.9,48.82046312
5645.5,48.78435443
5696.7,48.71237452
5722.3,48.67649314
5773.5,48.60496013
5799.1,48.56929833
5850.3,48.49819677
5875.9,48.46274682
5927.1,48.39206122
5952.7,48.35681536
6003.9,48.28653017
6029.5,48.25148062
6080.7,48.1815802
6106.3,48.1467191
6157.5,48.07718767
6183.1,48.0425071
6234.3,47.97332874
6259.9,47.93882068
6311.1,47.86997928
6336.7,47.83563564
6387.9,47.76711486
6413.5,47.73292742
6464.7,47.66471074
6490.3,47.63067116
6541.5,47.56274178
6567.1,47.52884162
6618.3,47.46118252
6643.9,47.42741318
6695.1,47.36000707
6720.7,47.32635986
6771.9,47.2591892
6797.5,47.2256553
6848.7,47.15870232
6874.3,47.12527278
6925.5,47.05851951
6951.1,47.02518529
7002.3,46.95861358
7027.9,46.92536555
7079.1,46.8589571
7104.7,46.8257861
7155.9,46.75952253
7181.5,46.72641938
7232.7,46.66028231
7258.3,46.62723781
7309.5,46.56120897
7335.1,46.52821402
7386.3,46.46227529
7411.9,46.42932092
7463.1,46.36345451
7488.7,46.33053191
7539.9,46.2647205
7565.5,46.23182115
7616.7,46.16604803
7642.3,46.13316375
7693.5,46.06741302
7719.1,46.03453611
7770.3,45.96879288
7795.9,45.93591619
7847.1,45.87016686
7872.7,45.83728394
7923.9,45.77151641
7949.5,45.73862164
8000.7,45.67282564
8026.3,45.63991439
8077.5,45.57408177
8103.1,45.54115057
8154.3,45.4752757
8179.9,45.4423224
8231.1,45.37640253
8256.7,45.34342655
8307.9,45.27746219
8333.5,45.24446469
8384.7,45.17846012
8410.3,45.14544426
8423.1,45.12893306
8448.7,45.09590978
8461.5,45.07939538
8487.1,45.04636632
8499.9,45.02984963
8525.5,44.99681677
8538.3,44.98029883
8563.9,44.94726449
8576.7,44.93074654
8602.3,44.89771339
8615.1,44.88119685
8640.7,44.84816794
8653.5,44.8316544
8679.1,44.79863318
8691.9,44.78212443
8717.5,44.74911473
8730.3,44.73261278
8755.9,44.69961887
8768.7,44.68312593
8794.3,44.65015248
8807.1,44.63367101
8832.7,44.60072315
8845.5,44.58425581
8871.1,44.55133912
8883.9,44.53488883
8909.5,44.50200938
8922.3,44.4855793
8947.9,44.45274363
8960.7,44.43633715
8986.3,44.40355232
8999.1,44.3871731
9024.7,44.35444667
9037.5,44.33809862
9063.1,44.30543865
9075.9,44.28912593
9101.5,44.25654102
9114.3,44.24026807
9139.9,44.20776732
9152.7,44.19153881
9178.3,44.15913184
9191.1,44.14295271
9216.7,44.11064964
9229.5,44.09452507
9255.1,44.06233649
9267.9,44.04627191
9293.5,44.01420891
9306.3,43.99820996
9331.9,43.96628406
9344.7,43.95035662
9370.3,43.91857974
9383.1,43.90272986
9408.7,43.87111433
9421.5,43.85534825
9447.1,43.8239067
9459.9,43.80823083
9485.5,43.77697618
9498.3,43.76139703
9523.9,43.73034243
9536.7,43.71486662
9562.3,43.68402536
9575.1,43.66865957
9600.7,43.63804501
9613.5,43.62279593
9639.1,43.59242146
9651.9,43.57729576
9677.5,43.54717465
9690.3,43.53217891
9715.9,43.50232424
9728.7,43.48746495
9754.3,43.4578895
9767.1,43.44317296
9792.7,43.41388911
9805.5,43.39932139
9831.1,43.370341
9843.9,43.35592788
9869.5,43.32726217
9882.3,43.31300908
9907.9,43.28466854
9920.7,43.27058052
9946.3,43.24257474
9997.5,43.18726537
10023.1,43.15995364
10074.3,43.10605853
10099.9,43.07946634
10151.1,43.02702558
10176.7,43.00116782
10227.9,42.95019987
10253.5,42.92507982
10304.7,42.87557974
10330.3,42.85118865
10381.5,42.80312748
10407.1,42.77944478
10458.3,42.73277033
10483.9,42.70976434
10535.1,42.66440322
10560.7,42.64203237
10611.9,42.59789284
10637.5,42.57610732
10688.7,42.53308278
10714.3,42.51182621
10765.5,42.46979879
10791.1,42.44901002
10842.3,42.40785395
10867.9,42.38746868
10919.1,42.34705333
10944.7,42.32700551
10995.9,42.28719805
11021.5,42.2674211
11072.7,42.22808878
11098.3,42.2085167
11149.5,42.16952896
11175.1,42.15009735
11226.3,42.11132777
11251.9,42.09197476
11303.1,42.05330289
11328.7,42.03397002
11379.9,41.99528293
11405.5,41.9759158
11456.7,41.93710914
11482.3,41.91765782
11533.5,41.87863625
11559.1,41.85905525
11610.3,41.819732
11635.9,41.7999799
11687.1,41.76027563
11712.7,41.74031432
11763.9,41.70015545
11789.5,41.67994919
11840.7,41.6392658
11866.3,41.61878017
11917.5,41.57750389
11943.1,41.55670469
11994.3,41.51476659
12019.9,41.49361884
12071.1,41.45094735
12096.7,41.42941426
12147.9,41.38593321
12173.5,41.36397518
12224.7,41.3196017
12250.3,41.29717526
12301.5,41.2518176
12327.1,41.22887419
12378.3,41.1824291
12403.9,41.15891371
12455.1,41.11126336
12480.7,41.08711276
12531.9,41.03812083
12557.5,41.01326138
12608.7,40.96276808
12634.3,40.93711291
12685.5,40.88492827
12711.1,40.85837338
12762.3,40.8042683
12787.9,40.77668728
12839.1,40.72038083
12864.7,40.69161735
12915.9,40.63275859
12941.5,40.60261532
12992.7,40.54075614
13018.3,40.50897804
13069.5,40.44353088
13095.1,40.40977859
13146.3,40.33994754
13171.9,40.30375274
13223.1,40.22841392
13248.7,40.18909931
13299.9,40.10657623
13325.5,40.06309809
13376.7,39.97069119
13402.3,39.92128838
13415.1,39.89563975
13440.7,39.84216945
13453.5,39.81422271
13479.1,39.75547127
13491.9,39.72447129
13517.5,39.65848626
13530.3,39.62315931
13555.9,39.54640879
13568.7,39.50426707
13594.3,39.40889964
13607.1,39.35351693
13613.5,39.32301136
13626.3,39.25354612
13632.7,39.21277786
13635.9,39.19011485
13642.3,39.13756608
13645.5,39.10586821
13647.1,39.08784629
13650.3,39.04441045
13651.9,39.01686711
13655.1,38.93546899
13656.7,38.87693014
13657.5,38.84577812
13659.1,38.79041399
13659.9,38.76738553
13661.5,38.72984528
13664.7,38.67709047
13671.1,38.61373758
13683.9,38.55041494
13709.5,38.50664143
13760.7,38.49063939
13863.1,38.48414118
13914.3,38.48149373
14016.7,38.47654801
14221.5,38.46762321
14323.9,38.46352503
14528.7,38.45586573
14938.3,38.44217538
15143.1,38.43596661
15552.7,38.42453646
15757.5,38.41924812
16167.1,38.40939301
16371.9,38.40478985
16781.5,38.39615265
17600.7,38.38082837
18010.3,38.37400086
18829.5,38.36171612
19239.1,38.35617282
20058.3,38.34609161
20467.9,38.34149578
21287.1,38.33306147
21696.7,38.32918243
22515.9,38.32200699
22925.5,38.31868146
23744.7,38.31248714
24154.3,38.30959698
24973.5,38.30418097
25383.1,38.30163919
26202.3,38.29685098
26611.9,38.29459252
27431.1,38.29031875
29069.5,38.28261657
29888.7,38.27913213
31527.1,38.27277378
32346.3,38.26986458
33984.7,38.26450869
34803.9,38.26203848
36442.3,38.25746197
37261.5,38.25533932
38899.9,38.25138865
39719.1,38.24954892
41357.5,38.24611318
42176.7,38.2445085
43815.1,38.24150392
44634.3,38.24009732
46272.7,38.23745817
47091.9,38.23622016
48730.3,38.23389322
49549.5,38.23279963
51187.9,38.2307407
52007.1,38.22977125
53645.5,38.22794285
54464.7,38.22708022
56103.1,38.22545
56922.3,38.22467908
58560.7,38.2232185
59379.9,38.22252581
61018.3,38.221209
61837.5,38.22058205
63475.9,38.21938438
64295.1,38.21881082
65933.5,38.21770665
66752.7,38.21717273
68391.1,38.21613072
69210.3,38.21561763
70848.7,38.21458817
71667.9,38.21406165
72077.5,38.21379239
72896.7,38.21323523
73306.3,38.21294512
74125.5,38.21233578
75763.9,38.2110171
76583.1,38.2103414
76992.7,38.21001194
77811.9,38.20938329
78221.5,38.20908568
79040.7,38.20852564
80679.1,38.20753488
81498.3,38.20709615
83136.7,38.20631171
86413.5,38.20503477
88051.9,38.2045096
91328.7,38.20362723
92967.1,38.20325482
96243.9,38.20261772
97882.3,38.20234465
101159.1,38.20187179
107712.7,38.20115089
110989.5,38.20087557
117543.1,38.20044373
120819.9,38.20027423
127373.5,38.20000287
130650.3,38.19989431
137203.9,38.19971792
150311.1,38.19947997
156864.7,38.19940071
169971.9,38.19929066
176525.5,38.19925298
189632.7,38.19919964
215847.1,38.19914392
228954.3,38.19912988
255168.7,38.1991137
307597.5,38.19910061
333811.9,38.19909763
386240.7,38.19909397
491098.3,38.19909068
700813.5,38.19908896
805671.1,38.19908877
1015386.3,38.19908862
1120243.9,38.19908859
1329959.1,38.19908857
1749389.5,38.19908857
1959104.7,38.19908857
2378535.1,38.19908857
3217395.9,38.19908857
4895117.5,38.19908857
8250560.7,38.19908857
14961447.1,38.19908857
28383219.9,38.19908857
55226765.5,38.19908857
108913856.7,38.19908857
135757402.3,38.19908857
189444493.5,38.19908857
216288039.1,38.19908857
269975130.3,38.19908857
296818675.9,38.19908857
310240448.7,38.19908857
337083994.3,38.19908857
390771085.5,38.19908857
417614631.1,38.19908857
471301722.3,38.19908857
498145267.9,38.19908857
551832359.1,38.19908857
578675904.7,38.19908857
632362995.9,38.19908857
659206541.5,38.19908857
712893632.7,38.19908857
739737178.3,38.19908857
753158951.1,38.19908857
780002496.7,38.19908857
833689587.9,38.19908857
860533133.5,38.19908857
914220224.7,38.19908857
941063770.3,38.19908857
954485543.1,38.19908857
981329088.7,38.19908857
994750861.5,38.19908857
1021594407,38.19908857
1075281498,38.19908857
1102125044,38.19908857
1115546817,38.19908857
1142390362,38.19908857
1155812135,38.19908857
1182655681,38.19908857
1196077454,38.19908857
1222920999,38.19908857
1236342772,38.19908857
1263186317,38.19908857
1276608090,38.19908857
1303451636,38.19908857
1316873409,38.19908857
1343716954,38.19908857
1357138727,38.19908857
1383982273,38.19908857
1397404045,38.19908857
1424247591,38.19908857
1437669364,38.19908857
1464512909,38.19908857
1477934682,38.19908857
1504778228,38.19908857
1518200001,38.19908857
1545043546,38.19908857
1558465319,38.19908857
1585308865,38.19908857
1598730637,38.19908857
1625574183,38.19908857
1638995956,38.19908857
1665839501,38.19908857
1679261274,38.19908857
1706104820,38.19908857
1719526593,38.19908857
1746370138,38.19908857
1759791911,38.19908857
1786635457,38.19908857
1800057229,38.19908857
1826900775,38.19908857
1840322548,38.19908857
1867166093,38.19908857
1880587866,38.19908857
1907431412,38.19908857
1920853185,38.19908857
1947696730,38.19908857
1961118503,38.19908857
1987962049,38.19908857
2001383821,38.19908857
2028227367,38.19908857
2041649140,38.19908857
2068492685,38.19908857
2081914458,38.19908857
2108758004,38.19908857
2122179777,38.19908857
2149023322,38.19908857
2162445095,38.19908857
2189288641,38.19908857
2202710413,38.19908857
2229553959,38.19908857
2242975732,38.19908857
2269819277,38.19908857
2283241050,38.19908857
2310084596,38.19908857
2323506369,38.19908857
2350349914,38.19908857
2363771687,38.19908857
2390615233,38.19908857
2404037005,38.19908857
2430880551,38.19908857
2444302324,38.19908857
2471145869,38.19908857
2484567642,38.19908857
2511411188,38.19908857
2524832961,38.19908857
2551676506,38.19908857
2565098279,38.19908857
2591941825,38.19908857
2605363597,38.19908857
2632207143,38.19908857
2645628916,38.19908857
2672472461,38.19908857
2685894234,38.19908857
2712737780,38.19908857
2726159553,38.19908857
2753003098,38.19908857
2766424871,38.19908857
2793268417,38.19908857
2806690189,38.19908857
2833533735,38.19908857
2846955508,38.19908857
2873799053,38.19908857
2887220826,38.19908857
2914064372,38.19908857
2927486145,38.19908857
2954329690,38.19908857
2967751463,38.19908857
2994595009,38.19908857
3008016781,38.19908857
3034860327,38.19908857
3048282100,38.19908857
3075125645,38.19908857
3088547418,38.19908857
3115390964,38.19908857
3128812737,38.19908857
3155656282,38.19908857
3169078055,38.19908857
3195921601,38.19908857
3209343373,38.19908857
3236186919,38.19908857
3249608692,38.19908857
3276452237,38.19908857
3289874010,38.19908857
3316717556,38.19908857
3330139329,38.19908857
3356982874,38.19908857
3370404647,38.19908857
3397248193,38.19908857
3410669966,38.19908857
3437513511,38.19908857
3450935284,38.19908857
3477778830,38.19908857
3491200602,38.19908857
3518044148,38.19908857
3531465921,38.19908857
3558309466,38.19908857
3571731239,38.19908857
3598574785,38.19908857
3611996558,38.19908857
3638840103,38.19908857
3652261876,38.19908857
3679105422,38.19908857
3692527194,38.19908857
3719370740,38.19908857
3732792513,38.19908857
3759636058,38.19908857
3773057831,38.19908857
3799901377,38.19908857
3813323150,38.19908857
3840166695,38.19908857
3853588468,38.19908857
3880432014,38.19908857
3893853786,38.19908857
3920697332,38.19908857
3934119105,38.19908857
3960962650,38.19908857
3974384423,38.19908857
4001227969,38.19908857
4014649742,38.19908857
4041493287,38.19908857
4054915060,38.19908857
4081758606,38.19908857
4095180378,38.19908857
4122023924,38.19908857
4135445697,38.19908857
4162289242,38.19908857
4175711015,38.19908857
4202554561,38.19908857
4215976334,38.19908857
4242819879,38.19908857
4256241652,38.19908857
4283085198,38.19908857
4296506970,38.19908857
4323350516,38.19908857
4336772289,38.19908857
4363615834,38.19908857
4377037607,38.19908857
4403881153,38.19908857
4417302926,38.19908857
4444146471,38.19908857
4457568244,38.19908857
4484411790,38.19908857
4497833562,38.19908857
4524677108,38.19908857
4538098881,38.19908857
4564942426,38.19908857
4578364199,38.19908857
4605207745,38.19908857
4618629518,38.19908857
4645473063,38.19908857
4658894836,38.19908857
4685738382,38.19908857
4699160154,38.19908857
4726003700,38.19908857
4739425473,38.19908857
4766269018,38.19908857
4779690791,38.19908857
4806534337,38.19908857
4819956110,38.19908857
4846799655,38.19908857
4860221428,38.19908857
4887064974,38.19908857
4900486746,38.19908857
4927330292,38.19908857
4940752065,38.19908857
4967595610,38.19908857
4981017383,38.19908857
5007860929,38.19908857
5021282702,38.19908857
5048126247,38.19908857
5061548020,38.19908857
5088391566,38.19908857
5101813338,38.19908857
5128656884,38.19908857
5142078657,38.19908857
5168922202,38.19908857
5182343975,38.19908857
5209187521,38.19908857
5222609294,38.19908857
5249452839,38.19908857
5262874612,38.19908857
5289718158,38.19908857
5303139930,38.19908857
5329983476,38.19908857
5343405249,38.19908857
5370248794,38.19908857
5383670567,38.19908857
5410514113,38.19908857
5423935886,38.19908857
5450779431,38.19908857
5464201204,38.19908857
5491044750,38.19908857
5504466522,38.19908857
5531310068,38.19908857
5544731841,38.19908857
5571575386,38.19908857
5584997159,38.19908857
5611840705,38.19908857
5625262478,38.19908857
5652106023,38.19908857
5665527796,38.19908857
5692371342,38.19908857
5705793114,38.19908857
5732636660,38.19908857
5746058433,38.19908857
5772901978,38.19908857
5786323751,38.19908857
5813167297,38.19908857
5826589070,38.19908857
5853432615,38.19908857
5866854388,38.19908857
5893697934,38.19908857
5907119706,38.19908857
5933963252,38.19908857
5947385025,38.19908857
5974228570,38.19908857
5987650343,38.19908857
6014493889,38.19908857
6027915662,38.19908857
6054759207,38.19908857
6068180980,38.19908857
6095024526,38.19908857
6108446298,38.19908857
6135289844,38.19908857
6148711617,38.19908857
6175555162,38.19908857
6188976935,38.19908857
6215820481,38.19908857
6229242254,38.19908857
6256085799,38.19908857
6269507572,38.19908857
6296351118,38.19908857
6309772890,38.19908857
6336616436,38.19908857
6350038209,38.19908857
6376881754,38.19908857
6390303527,38.19908857
6417147073,38.19908857
6430568846,38.19908857
6457412391,38.19908857
6470834164,38.19908857
6497677710,38.19908857
6511099482,38.19908857
6537943028,38.19908857
6551364801,38.19908857
6578208346,38.19908857
6591630119,38.19908857
6618473665,38.19908857
6631895438,38.19908857
6658738983,38.19908857
6672160756,38.19908857
6699004302,38.19908857
6712426074,38.19908857
6739269620,38.19908857
6752691393,38.19908857
6779534938,38.19908857
6792956711,38.19908857
6819800257,38.19908857
6833222030,38.19908857
6860065575,38.19908857
6873487348,38.19908857
6900330894,38.19908857
6913752666,38.19908857
6940596212,38.19908857
6954017985,38.19908857
6980861530,38.19908857
6994283303,38.19908857
7021126849,38.19908857
7034548622,38.19908857
7061392167,38.19908857
7074813940,38.19908857
7101657486,38.19908857
7115079258,38.19908857
7141922804,38.19908857
7155344577,38.19908857
7182188122,38.19908857
7195609895,38.19908857
7222453441,38.19908857
7235875214,38.19908857
7262718759,38.19908857
7276140532,38.19908857
7302984078,38.19908857
7316405850,38.19908857
7343249396,38.19908857
7356671169,38.19908857
7383514714,38.19908857
7396936487,38.19908857
7423780033,38.19908857
7437201806,38.19908857
7464045351,38.19908857
7477467124,38.19908857
7504310670,38.19908857
7517732442,38.19908857
7544575988,38.19908857
7557997761,38.19908857
7584841306,38.19908857
7598263079,38.19908857
7625106625,38.19908857
7638528398,38.19908857
7665371943,38.19908857
7678793716,38.19908857
7705637262,38.19908857
7719059034,38.19908857
7745902580,38.19908857
7759324353,38.19908857
7786167898,38.19908857
7799589671,38.19908857
7826433217,38.19908857
7839854990,38.19908857
7866698535,38.19908857
7880120308,38.19908857
7906963854,38.19908857
